patient_id,file_id,file_name,md5
TCGA-49-AARN,119e7a6c-7fd1-4a2d-bfdc-35cb13d39414,6460f151-7102-476d-b03b-fb4ea776b1ea.rna_seq.augmented_star_gene_counts.tsv,a60197ff9046416f7a5a6834377e84d8
TCGA-49-AARO,3ca2ec6c-4134-4595-9c5e-68c886d3aa1c,f6108b9b-e02f-4608-bec3-bcc0112d05b4.rna_seq.augmented_star_gene_counts.tsv,8d70fb7de797f3f7d797203584e1d909
TCGA-49-AARQ,82a68e91-48cc-400b-8520-4abcbff1a163,03c7ece7-500d-4c38-a600-bd6863562bfd.rna_seq.augmented_star_gene_counts.tsv,d35499e9d55944014e6e01c72f049d36
TCGA-49-AARR,05fa4573-6ca5-40dc-a48b-ec847b7c58ad,58681163-9f9d-4f74-a1bb-3a4bcb4856d6.rna_seq.augmented_star_gene_counts.tsv,a36c04c9b3f5b2f14310a3920abe82f9
TCGA-4B-A93V,dcff773b-20f4-4c90-9a3f-78ef2e0f484e,3041806b-5855-4930-aeb8-a30472658d54.rna_seq.augmented_star_gene_counts.tsv,26c47e66aad388095d9f79563830c366
TCGA-50-5044,db61f20e-e44a-4992-a9f6-b54fc2dedfb6,e789fc5c-1218-4f07-ba95-b54d8fb93e7b.rna_seq.augmented_star_gene_counts.tsv,f3b18a5a98c462c45eddbf72e1fad7d5
TCGA-50-5045,e4bb1f41-bf42-43f3-aba5-98f3a02a7e03,aa2d6144-50d3-4096-9ecf-3cc0ceac7f41.rna_seq.augmented_star_gene_counts.tsv,c297cdc63b9bfaf4d020bd36773631ed
TCGA-50-5055,fdcad604-c1b4-40ff-a652-3c1e5fe5f9a1,2301103f-5cbe-4cb6-b5da-0b83b39e4616.rna_seq.augmented_star_gene_counts.tsv,b1e1c46c723cd8d97d6448d933348b53
TCGA-50-5068,6d4fc521-df92-4d04-8118-d363ac31bfa8,868157f2-85e5-462c-9994-1e50791ad2c0.rna_seq.augmented_star_gene_counts.tsv,85dec422ecf0bdf4dee8cea4f416ffca
TCGA-50-5931,69933ac8-e7a7-43b6-8231-2ecb35f88d52,c9d8385a-9f73-48f9-bca4-1c0647881bfd.rna_seq.augmented_star_gene_counts.tsv,8eafe6fede10733417326ed7b3e61f12
TCGA-50-5939,8148f34c-1ddd-454a-8761-8b76e97e8534,4a39a182-e583-4ff0-a8f0-f73b0f5c4f20.rna_seq.augmented_star_gene_counts.tsv,4b5d514b2aa04892b35a766af78e6ea7
TCGA-50-5942,361e4878-4535-499d-9987-7295a078bbee,ab0a7727-00ee-40fa-b5f5-a69234473e4a.rna_seq.augmented_star_gene_counts.tsv,fd1f51878ed84fdfd1735a05eaab6169
TCGA-50-6590,8e510682-b05c-4792-a149-d713db6d082d,fbb4d953-39c3-4e94-a99c-a8927421709e.rna_seq.augmented_star_gene_counts.tsv,d891688f21082475033c26e298d59b7c
TCGA-50-6591,41e96482-bc24-4a1a-8ef2-8ef4d525ad40,52e52b5d-4112-4616-8ddd-2a4524a91778.rna_seq.augmented_star_gene_counts.tsv,51fa05e5b8db6567c1f54ed18878ffd2
TCGA-50-6593,ce886e9b-2167-486f-8d8a-d4fec39d86c9,8a44c8a0-142b-48bb-9809-69914811bacc.rna_seq.augmented_star_gene_counts.tsv,f69b8a27e433a9bd6ea09a17037bf287
TCGA-50-6594,f7c8bdd7-48f6-4ecd-a4ae-78ffcb2fb28d,3e08ac76-9fba-40cf-8743-e2e1fb14f067.rna_seq.augmented_star_gene_counts.tsv,4cd0279e8685095a42f2428c471de77f
TCGA-50-6597,f6582ef5-5f6d-41d7-850a-614257c9e3b2,555b77b9-d686-4f0e-a099-25bd5715a5e9.rna_seq.augmented_star_gene_counts.tsv,5973bc51a6a328042482da09d2d9465d
TCGA-50-7109,e173308d-ac80-4c15-9b0e-e5cb09321a56,b99ff949-1922-4948-8d02-2ef2aa3dfb3b.rna_seq.augmented_star_gene_counts.tsv,125698e68f5d06c70df63593977e5607
TCGA-50-8457,12c95903-cae1-4f9f-97c7-05ab05f4fd7f,1205cc6a-c42f-44c8-bf1c-84ef49eaaee4.rna_seq.augmented_star_gene_counts.tsv,354d2e7bb6af24532f017206063239a9
TCGA-50-8459,cfac28bf-001d-4db8-942a-d244f93139a7,1aa0401e-b389-4852-87ef-e1ae357b76dc.rna_seq.augmented_star_gene_counts.tsv,e17d1cfcf70f857f065627ce9e07a143
